data category,item number,data item,annex a  information captured,903 information captured,croydon text,croydon options,croydon forms,croydon reason for collecton,essex text,essex options,essex forms,essex reason for collection,sutton text,sutton options,sutton forms,sutton reason for collection,camden text,camden options,camden forms,camden reason for collection,were users asked specifically about this item (y/n),did users find it useful?,why was it found useful/not useful?
,Item 5,Expected DOB,,,,,,,,,,,Date of Birth/Expected Date of Delivery,,LAC Review Referral,,,,,,,,
,Item 7,Gender Identity,,,,,,,,,,,Gender Identity,Birth gender/ Non-Binary/ Trans Female/ Trans Male,"My Pathway Plan
All About Me Review
Summary of All About Me Review",,,,,,,,
,Item 13,Is the address confidential?,,,,,,,,,,,Is the address of the young person confidential?,,LAC Review Referral,,,,,,,,
,Item 18,Most recent non-CLA legal status,,,,,,,,,,,Most recent non-CLA legal status,,Placement Plan & Delegated Authority,,,,,,,,
,Item 19,Status of child's current case,,,,,,,,,,,Case Status,"Child Looked After
Leaving care",CLA/LCT Case Supervision Record,,,,,,,,
,Item 24,Diversity considerations,,,,,,,,,,,Diversity considerations,,Placement Plan & Delegated Authority,,,,,,,,
,Item 37,Independent Review Officer Report,,,,,,,,,,,IRO Report,,Summary of All About Me Review,,,,,,,,
,Item 49,Is the child keeping safe/how can they keep safe?,,,,,,,,,,,Keeping safe,,"Summary of All About Me Review
All About Me Review and Care Plan",,,,,,,,
,Item 50,How does the child feel about when they see their family?,,,,,,,,,,,When you see your family how is this going,,Summary of All About Me Review,,,,,,,,
,Item 51,Understanding of life story,,,,,,,,,,,Do you understand your life story so far?,,My Pathway Plan,,,,,,,,
,Item 52,What life story work has been done,,,,,,,,,,,What life story work has been done since your last pathway plan?,,My Pathway Plan,,,,,,,,
,Item 53,"If no, when will life story work be done?",,,,,,,,,,,"If none, when and what will be done?",,My Pathway Plan,,,,,,,,
,Item 54,Would the child like a mentor?,,,,,,,,,,,"Would you like an advocate, independent visitor or mentor?",,Summary of All About Me Review,,,,,,,,
,Item 55,Independent Review Officer summary of getting to know child review,,,,,,,,,,,IRO summary of review,,Summary of All About Me Review,,,,,,,,
,Item 60,"If action has not been made to meet the decision from the last review, what further action is needed?",,,,,,,,,,,"If no, why not and what further action is required?",,Summary of All About Me Review,,,,,,,,
,Item 61,Outcome required from decision made in the getting to know the child meeting,,,,,,,,,,,Outcome required,,Summary of All About Me Review,,,,,,,,
,Item 64,What is the venue for the next getting to know the child meeting?,,,,,,,,,,,Venue,,Summary of All About Me Review,,,,,,,,
,Item 69,Update (identity),,,,,,,,,,,Update,,My Pathway Plan,,,,,,,,
,Item 74,Sign off from meeting,,,,,,,,,,,Sign off,,Summary of All About Me Review,,,,,,,,
,Item 75,Action taken from the getting to know the child meeting,,,,,,,,,,,Action taken,,Summary of All About Me Review,,,,,,,,
,Item 76,Next action from the getting to know the child meeting,,,,,,,,,,,Next action,"Child or young person no longer looked after
Develop Path way Plan
IRO mid point review
Legal case discussion
Preparing for adult hood
Turning 18yrs",Summary of All About Me Review,,,,,,,,
,Item 77,Priority of actions from getting to know the child meeting,,,,,,,,,,,Priority,"Urgent
Normal
Low",Summary of All About Me Review,,,,,,,,
,Item 78,Case Supervision date of supervision,,,,,,,,,,,Date of Supervision,,CLA/LCT Case Supervision Record,,,,,,,,
,Item 79,Child's knowledge of their rights,,,,,,,,,,,My rights,,All About Me Review and Care Plan,,,,,,,,
,Item 85,Feedback for the LA?,,,,,,,,,,,Do you have any feedback for Sutton?,,My Pathway Plan,,,,,,,,
,Item 86,Level of consent given by child,,,,,,,,,,,Level of Consent given,Full/Limited/Unable to give consent/Best interest decision required,My Pathway Plan,,,,,,,,
,Item 87,Details of limited consent,,,,,,,,,,,Details of Limited Consent,,My Pathway Plan,,,,,,,,
,Item 88,Details of MCA/Best Interest Decision requirement,,,,,,,,,,,Details of MCA/Best Interest Decision requirement,,My Pathway Plan,,,,,,,,
,Item 90,Risks from others,,,,,,,,,,,Risks from others,"Risk Details
Risk Indicators
Reducing the risk",Placement Plan & Delegated Authority,,,,,,,,
,Item 91,Risks to others,,,,,,,,,,,Risks to others,"Risk Details
Risk Indicators
Reducing the risk",Placement Plan & Delegated Authority,,,,,,,,
,Item 113,Important dates: Type of event and date,,,,,,,,,,,"Type of event, assessment, meeting, etc, Date",,CLA/LCT Case Supervision Record,,,,,,,,
,Item 152,SW - ATM,,,,,,,,,,,ATM,,LAC Review Referral,,,,,,,,
,Item 156,Supervising Social Worker - Email,,,,,,,,,,,Email address,,Placement Plan & Delegated Authority,,,,,,,,
,Item 187,Other professional(s),,,,,,,,,,,Other Professional(s),"Designation
Name
Agency
Telephone Numbers",,,,,,,,,
,Item 210,Certificates,,,,,,,,,,,Do you have any Certificates?,,My Pathway Plan,,,,,,,,
,Item 219,Does the child have a care plan,,,,,,,,,,,My Care Plan (17 or under),,My Pathway Plan,,,,,,,,
,Item 220,CV,,,,,,,,,,,Do you have a Curriculum Vitae/Resume.,,My Pathway Plan,,,,,,,,
,Item 223,Does LA hold copies of important documents,,,,,,,,,,,"If yes, is a copy held by Sutton?",Asked for every important document collected,My Pathway Plan,,,,,,,,
,Item 232,Child's worries (general),,,,,,,,,,,Any worries or things I need help with?,,All About Me Review and Care Plan,,,,,,,,
,Item 336,Name of LA responsible for school,,,,,,,,,,,Name of responsible LA,,Placement Plan & Delegated Authority,,,,,,,,
,Item 341,"What type of schooling does the child require (e.g. SEN, mainstream, PRU)",,,,,,,,,,,Type of provision,Mainstream/SEN/Pupil Referral Unit,Placement Plan & Delegated Authority,,,,,,,,
,Item 346,Details of educational support needs,,,,,,,,,,,Please list additional educational support,,Placement Plan & Delegated Authority,,,,,,,,
,Item 347,Child's after school activities,,,,,,,,,,,After school activities,,Placement Plan & Delegated Authority,,,,,,,,
,Item 369,Care arrangements during holidays and absence,,,,,,,,,,,Detail what the care arrangements for the young person will be during school closures (including holidays) and periods of absence due to sickness or exclusion,,Placement Plan & Delegated Authority,,,,,,,,
,Item 370,Who will respond to communications from the school?,,,,,,,,,,,"Who will receive and respond to communications and reports from the school/establishment? Who will information be shared with, as appropriate, and how?",,Placement Plan & Delegated Authority,,,,,,,,
,Item 371,Who will attend school events such as parents evenings?,,,,,,,,,,,"Who will attend events, parent consultations, PEP meetings, parents' evenings, unplanned meetings re incidents/issues? Who will information be shared with, as appropriate, and how?",,Placement Plan & Delegated Authority,,,,,,,,
,Item 372,Who will sign the home/school agreement whilst the child is in placement?,,,,,,,,,,,Who will sign the home/school agreement while the child/young person is in placement?,,Placement Plan & Delegated Authority,,,,,,,,
,Item 373,Circumstances under which the carer can give approval for the child to take part in school trips,,,,,,,,,,,Circumstances under which the carer can give approval for the child/young person to take part in school trips,,Placement Plan & Delegated Authority,,,,,,,,
,Item 374,Circumstances under which the carer should obtain in advance the responsible authority's approval for the child/young person to take part in school trips?,,,,,,,,,,,Circumstances under which the carer should obtain in advance the responsible authority's approval for the child/young person to take part in school trips?,,Placement Plan & Delegated Authority,,,,,,,,
,Item 379,Child special needs,,,,,,,,,,,"Child special needs, including communication",,SW Assessment Report and Care Plan for LAC Review,,,,,,,,
,Item 398,Last Optician Visit,,,,,,,,,,,"Date of most recent Optician appointment
Optician check",,"SW Assessment for Care Plan and LAC Report
All About Me Review and Care Plan",,,,,,,,
,Item 422,Sexual health,,,,,,,,,,,Sexual health,,My Pathway plan,,,,,,,,
,Item 463,Medical Check Date,,,,,,,,,,,"Medical Check Date
Health assessment",,"Placement Record
All About Me Review and Care Plan",,,,,,,,
,Item 471,Relationship (other children in placement),,,,,,,,,,,With other children in placement,,Placement Referral Request,,,,,,,,
,Item 472,Relationship (other pupils/students),,,,,,,,,,,With other pupils/students,,Placement Referral Request,,,,,,,,
,Item 473,Relationship (parents),,,,,,,,,,,With Parents,,Placement Referral Request,,,,,,,,
,Item 474,Relationship (other adults in family),,,,,,,,,,,With other adults in the family,,Placement Referral Request,,,,,,,,
,Item 475,Relationship (carers),,,,,,,,,,,With carers,,Placement Referral Request,,,,,,,,
,Item 476,Relationship (teachers),,,,,,,,,,,With teachers,,Placement Referral Request,,,,,,,,
,Item 477,Relationship (social worker),,,,,,,,,,,With Social Worker,,Placement Referral Request,,,,,,,,
,Item 478,Relationship (other professionals),,,,,,,,,,,With other professionals,,Placement Referral Request,,,,,,,,
,Item 479,Relationship (any significant others),,,,,,,,,,,With any significant others,,Placement Referral Request,,,,,,,,
,Item 497,Contact (Supervisor),,,,,,,,,,,Supervisor,,"Placement Referral Request
SW Assessment Report and Care plan for LAC Review",,,,,,,,
